Iteration	Posterior	Likelihood	Tree Prior	Pi[0]	Pi[1]	Pi[2]	Pi[3]	AC	AG	AT	CG	CT	GT
1900	-4988.972642	-4812.183437	-179.003003	0.231134	0.232912	0.358630	0.177323	0.085582	0.294505	1.215819	0.050223	0.025080	0.288552
1910	-4988.130799	-4812.005383	-178.442214	0.214659	0.212063	0.378219	0.195060	0.085582	0.294505	1.215819	0.050223	0.025080	0.267952
1920	-4985.523834	-4807.294084	-180.609659	0.239073	0.213126	0.365135	0.182665	0.085582	0.294505	1.215819	0.049090	0.013591	0.267952
1930	-4983.004632	-4804.928108	-180.456433	0.233065	0.238863	0.362251	0.165821	0.085582	0.294505	1.215819	0.049090	0.013591	0.267952
1940	-4984.623699	-4805.904373	-181.099234	0.226004	0.235351	0.376294	0.162351	0.085582	0.294505	1.215819	0.049090	0.013591	0.267952
1950	-4984.435751	-4806.275080	-180.647229	0.246288	0.234231	0.337893	0.181587	0.100783	0.249156	1.215819	0.049090	0.022410	0.267952
1960	-4985.859817	-4808.189233	-180.192647	0.246288	0.234231	0.337893	0.181587	0.100783	0.249156	1.215819	0.049090	0.015310	0.267952
1970	-4986.458886	-4809.315486	-179.665462	0.239150	0.216852	0.389197	0.154801	0.100783	0.249156	1.215819	0.049090	0.015310	0.267952
1980	-4986.404899	-4810.418443	-178.436335	0.239002	0.215301	0.343238	0.202459	0.100783	0.263592	1.215819	0.049090	0.015310	0.267952
1990	-4980.908112	-4807.309734	-176.015485	0.239002	0.215301	0.343238	0.202459	0.100783	0.278293	1.215819	0.049090	0.007163	0.267952
2000	-4976.468672	-4802.844479	-176.047611	0.236185	0.236492	0.353659	0.173663	0.100783	0.278293	1.214557	0.049090	0.007163	0.267952
2010	-4981.857896	-4807.485994	-175.986828	0.223030	0.238748	0.346638	0.191585	0.100783	0.247444	1.407105	0.049090	0.007163	0.267952
2020	-4978.238310	-4805.433661	-177.009062	0.236739	0.212462	0.359422	0.191378	0.100783	0.247444	0.990494	0.032017	0.003669	0.187233
2030	-4977.008039	-4803.636796	-177.596904	0.227528	0.232953	0.350894	0.188624	0.100783	0.247444	0.990494	0.026246	0.005190	0.187233
2040	-4980.172581	-4806.644147	-177.715155	0.241241	0.222827	0.359556	0.176376	0.100783	0.247444	0.990494	0.026246	0.005190	0.195021
2050	-4983.808662	-4810.312633	-177.715155	0.232299	0.219611	0.381187	0.166903	0.065487	0.276487	0.990494	0.026246	0.004962	0.195021
2060	-4986.643649	-4813.103554	-178.329949	0.255536	0.220189	0.360866	0.163408	0.065487	0.152053	0.990494	0.036534	0.004962	0.195021
2070	-4985.543991	-4813.109836	-177.313532	0.248665	0.241564	0.328656	0.181115	0.063893	0.152053	0.990494	0.020988	0.004197	0.195021
2080	-4987.707496	-4815.242318	-177.344556	0.257367	0.224653	0.374899	0.143080	0.063893	0.152053	0.990494	0.020988	0.004197	0.195021
2090	-4983.087820	-4814.739080	-173.210646	0.265004	0.217078	0.355441	0.162477	0.063893	0.152053	0.990494	0.020988	0.007691	0.195021
2100	-4984.947727	-4816.601029	-173.203574	0.244966	0.230393	0.374350	0.150291	0.063893	0.152053	0.990494	0.020988	0.008697	0.195021
2110	-4980.775287	-4812.901886	-174.230606	0.233308	0.224550	0.369657	0.172485	0.063893	0.152053	0.729107	0.020683	0.008697	0.156647
2120	-4977.583286	-4810.133260	-173.824149	0.233308	0.224550	0.369657	0.172485	0.063893	0.152053	0.729107	0.017300	0.008697	0.156647
2130	-4972.819918	-4807.338258	-171.879756	0.233308	0.224550	0.369657	0.172485	0.063893	0.152053	0.729107	0.017300	0.003903	0.156647
2140	-4964.403643	-4795.286265	-175.528275	0.236680	0.234857	0.356183	0.172280	0.063893	0.150689	0.729107	0.017300	0.002707	0.156647
2150	-4966.885595	-4799.208858	-174.088987	0.226817	0.242361	0.345657	0.185165	0.063893	0.150689	0.729107	0.017300	0.002436	0.156647
2160	-4966.979911	-4797.434661	-175.957500	0.226817	0.242361	0.345657	0.185165	0.063893	0.150689	0.729107	0.017300	0.002436	0.156647
2170	-4968.643163	-4799.710178	-175.352245	0.205351	0.242854	0.391432	0.160362	0.063893	0.150689	0.729107	0.017300	0.001034	0.156647
2180	-4966.330078	-4797.805037	-174.944302	0.237206	0.231206	0.358066	0.173522	0.063893	0.150689	0.729107	0.017300	0.001034	0.156647
2190	-4973.600741	-4803.627927	-176.392073	0.226530	0.260997	0.365169	0.147304	0.063893	0.150689	0.729107	0.017300	0.001034	0.156647
2200	-4971.407526	-4801.272150	-176.395585	0.226530	0.260997	0.365169	0.147304	0.063893	0.150689	0.760918	0.017300	0.001034	0.156647
2210	-4972.697269	-4801.807102	-177.145326	0.226530	0.260997	0.365169	0.147304	0.063893	0.150689	0.760918	0.017300	0.002044	0.156647
2220	-4970.179898	-4798.337825	-177.931183	0.213298	0.267609	0.362432	0.156661	0.063893	0.150689	0.760918	0.017300	0.000554	0.191347
2230	-4974.953506	-4798.370698	-182.601986	0.213298	0.267609	0.362432	0.156661	0.063893	0.150689	0.775323	0.017300	0.000135	0.191347
2240	-4974.407496	-4796.561464	-183.864359	0.213298	0.267609	0.362432	0.156661	0.063893	0.150689	0.775323	0.017300	0.000305	0.191347
2250	-4975.931953	-4797.960902	-183.862391	0.240948	0.253628	0.351797	0.153627	0.060101	0.182425	0.775323	0.014753	0.000305	0.191347
2260	-4971.286470	-4795.351914	-181.826343	0.232710	0.260481	0.339894	0.166915	0.060101	0.182425	0.775323	0.014753	0.000216	0.191347
2270	-4978.362736	-4802.166113	-182.028292	0.245270	0.243933	0.316221	0.194575	0.071820	0.182425	0.775323	0.015057	0.000216	0.191347
2280	-4970.907359	-4795.305757	-181.399389	0.241920	0.238931	0.344945	0.174204	0.071820	0.182425	0.775323	0.021834	0.000216	0.191347
2290	-4969.467751	-4793.853038	-181.390782	0.241920	0.238931	0.344945	0.174204	0.071820	0.182425	0.775323	0.025945	0.000447	0.191347
2300	-4972.358472	-4796.800420	-181.332496	0.224942	0.232481	0.348151	0.194427	0.071820	0.182425	0.775323	0.025945	0.000772	0.191347
2310	-4970.993426	-4801.383728	-175.384141	0.224942	0.232481	0.348151	0.194427	0.071820	0.182425	0.775323	0.025945	0.000772	0.191347
2320	-4975.174026	-4805.600441	-175.111642	0.246453	0.245578	0.321218	0.186750	0.071820	0.181334	0.823644	0.025945	0.000818	0.191347
2330	-4970.716319	-4802.862133	-173.218788	0.247387	0.235650	0.356675	0.160288	0.071820	0.181334	0.858518	0.025945	0.000636	0.191347
2340	-4971.190125	-4803.516363	-173.113000	0.247387	0.235650	0.356675	0.160288	0.056956	0.181334	0.858518	0.025945	0.000573	0.191347
2350	-4971.596531	-4804.141113	-172.894997	0.247387	0.235650	0.356675	0.160288	0.056956	0.181334	0.858518	0.025945	0.000505	0.191347
2360	-4967.396510	-4799.450884	-173.474992	0.236854	0.234181	0.374179	0.154786	0.056956	0.181334	0.858518	0.020829	0.000432	0.178578
2370	-4969.980549	-4802.440999	-173.350350	0.193298	0.250130	0.386967	0.169605	0.054783	0.164350	0.821389	0.020829	0.000432	0.178578
2380	-4971.660554	-4803.624646	-174.030522	0.209447	0.224502	0.384219	0.181832	0.054783	0.164350	0.821389	0.020829	0.000365	0.141883
2390	-4976.926175	-4808.068767	-174.202129	0.209447	0.224502	0.384219	0.181832	0.054783	0.246550	0.821389	0.035412	0.000474	0.174970
2400	-4976.415792	-4806.442557	-175.226263	0.213833	0.246211	0.385016	0.154941	0.073121	0.246550	0.821389	0.035412	0.000474	0.174970
2410	-4971.153781	-4798.214514	-176.680609	0.213833	0.246211	0.385016	0.154941	0.073121	0.246550	1.123727	0.035412	0.000474	0.174970
2420	-4973.777030	-4803.867536	-173.648069	0.213833	0.246211	0.385016	0.154941	0.073121	0.246550	1.123727	0.035933	0.000506	0.174970
2430	-4972.155528	-4801.975865	-173.473562	0.213833	0.246211	0.385016	0.154941	0.073121	0.246550	1.123727	0.035933	0.000990	0.263421
2440	-4974.808417	-4803.664531	-174.487955	0.213833	0.246211	0.385016	0.154941	0.073121	0.246550	1.123727	0.025899	0.000990	0.263421
2450	-4975.018815	-4806.140590	-172.225037	0.213833	0.246211	0.385016	0.154941	0.073121	0.246550	1.123727	0.025899	0.000441	0.263421
2460	-4974.042738	-4805.155839	-172.233710	0.225870	0.259871	0.359389	0.154869	0.073121	0.246550	1.123727	0.025899	0.000441	0.263421
2470	-4975.889070	-4808.161866	-171.074016	0.225870	0.259871	0.359389	0.154869	0.073121	0.246550	1.123727	0.025899	0.000441	0.263421
2480	-4978.354509	-4809.359839	-172.433894	0.225870	0.259871	0.359389	0.154869	0.073121	0.213505	1.123727	0.040462	0.000441	0.263421
2490	-4977.206813	-4808.207925	-172.432291	0.219791	0.246916	0.369132	0.164161	0.073121	0.214669	1.123727	0.040462	0.000441	0.263421
2500	-4977.588104	-4808.350057	-172.671450	0.225922	0.237492	0.345415	0.191171	0.073121	0.214669	1.123727	0.040462	0.000441	0.263421
2510	-4976.035757	-4808.046916	-171.422244	0.255112	0.227358	0.352497	0.165033	0.073121	0.214669	1.123727	0.040462	0.000441	0.263421
2520	-4973.969983	-4809.796231	-167.443034	0.255112	0.227358	0.352497	0.165033	0.095829	0.214669	1.123727	0.050578	0.000441	0.263421
2530	-4970.656507	-4808.671739	-164.700568	0.243270	0.223611	0.347684	0.185435	0.095829	0.325365	1.123727	0.050578	0.000441	0.263421
2540	-4970.769251	-4809.794603	-163.690030	0.239181	0.258342	0.326780	0.175696	0.095829	0.325365	1.123727	0.050578	0.000525	0.263421
2550	-4966.505352	-4808.440233	-160.780500	0.239181	0.258342	0.326780	0.175696	0.095829	0.325365	1.123727	0.050578	0.000525	0.263421
2560	-4969.562013	-4811.883461	-160.393934	0.234221	0.241028	0.370778	0.153973	0.095829	0.325365	1.123727	0.050578	0.000525	0.263421
2570	-4965.493756	-4810.892160	-157.318967	0.234221	0.241028	0.370778	0.153973	0.095829	0.325365	1.123727	0.050578	0.000127	0.263421
2580	-4966.993449	-4811.839785	-157.794392	0.234221	0.241028	0.370778	0.153973	0.105705	0.325365	1.123727	0.055926	0.000232	0.263421
2590	-4961.493512	-4808.779941	-155.438166	0.234221	0.241028	0.370778	0.153973	0.105705	0.325365	1.123727	0.039153	0.000232	0.263421
2600	-4960.508198	-4806.682435	-156.988301	0.216381	0.250891	0.377636	0.155091	0.105705	0.293263	1.082119	0.025274	0.000232	0.263421
2610	-4959.545996	-4806.135128	-156.814049	0.216381	0.250891	0.377636	0.155091	0.104963	0.293263	1.082119	0.025274	0.000495	0.215772
2620	-4958.923575	-4805.657631	-156.672410	0.211575	0.274094	0.348839	0.165491	0.104963	0.293263	1.082119	0.024117	0.000995	0.215772
2630	-4960.886465	-4807.661134	-156.675779	0.211575	0.274094	0.348839	0.165491	0.104963	0.293263	1.082119	0.015281	0.001034	0.215772
2640	-4964.479283	-4803.289711	-164.718659	0.211575	0.274094	0.348839	0.165491	0.104963	0.277536	1.082119	0.015281	0.001034	0.215772
2650	-4969.437206	-4808.202547	-164.761322	0.211575	0.274094	0.348839	0.165491	0.104963	0.277536	1.082119	0.015281	0.001519	0.215772
2660	-4967.144193	-4806.489226	-164.761322	0.211575	0.274094	0.348839	0.165491	0.074526	0.184458	1.082119	0.022665	0.001710	0.215772
2670	-4966.275524	-4807.510740	-164.761322	0.224244	0.267199	0.341492	0.167064	0.074526	0.184458	0.746948	0.022665	0.000957	0.173660
2680	-4964.026018	-4808.554898	-161.469529	0.226225	0.244885	0.335480	0.193411	0.074526	0.184458	0.746948	0.022665	0.000582	0.173660
2690	-4961.005391	-4808.318467	-158.707527	0.226225	0.244885	0.335480	0.193411	0.074526	0.184458	0.746948	0.017539	0.001270	0.173660
2700	-4961.567948	-4812.429352	-155.155679	0.226225	0.244885	0.335480	0.193411	0.074526	0.184458	0.746948	0.017539	0.001974	0.173660
2710	-4957.332334	-4808.824560	-154.511906	0.239004	0.234771	0.330519	0.195706	0.074526	0.184458	0.746948	0.020129	0.001974	0.173660
2720	-4957.003330	-4808.527007	-154.476564	0.232148	0.247302	0.336069	0.184482	0.074526	0.184458	0.746948	0.020129	0.002752	0.173660
2730	-4956.116963	-4807.812378	-154.516130	0.232148	0.247302	0.336069	0.184482	0.055274	0.161450	0.746948	0.020129	0.002752	0.173660
2740	-4960.127259	-4810.737805	-154.498223	0.226150	0.217085	0.376238	0.180526	0.055274	0.156579	0.972374	0.020129	0.002752	0.173660
2750	-4957.357941	-4807.654991	-155.438993	0.221898	0.232284	0.381623	0.164195	0.076552	0.156579	0.829573	0.017055	0.001894	0.173660
2760	-4956.727686	-4806.882463	-155.438993	0.211625	0.237193	0.384784	0.166398	0.076552	0.188478	0.829573	0.022137	0.001370	0.165658
2770	-4957.158194	-4810.550371	-152.198497	0.211625	0.237193	0.384784	0.166398	0.076552	0.188478	0.829573	0.022137	0.001989	0.165658
2780	-4952.344292	-4805.364415	-152.198497	0.216220	0.238939	0.367845	0.176996	0.076552	0.188478	0.903984	0.022137	0.001989	0.165658
2790	-4951.948283	-4804.830370	-152.205699	0.216220	0.238939	0.367845	0.176996	0.076552	0.188478	0.903984	0.028184	0.001989	0.185777
2800	-4952.013860	-4803.297174	-153.684580	0.216724	0.252505	0.354567	0.176204	0.076552	0.212456	0.903984	0.028184	0.001989	0.185777
2810	-4953.282635	-4804.405230	-153.608027	0.216724	0.252505	0.354567	0.176204	0.076552	0.212456	0.949071	0.028184	0.004357	0.185777
2820	-4951.694701	-4803.374477	-153.054480	0.216724	0.252505	0.354567	0.176204	0.076552	0.212456	0.949071	0.028184	0.003630	0.185777
2830	-4955.434225	-4805.794600	-154.451432	0.216358	0.245214	0.358769	0.179660	0.061042	0.212456	0.949071	0.028184	0.003630	0.185777
2840	-4950.435197	-4805.692064	-149.618533	0.216358	0.245214	0.358769	0.179660	0.061042	0.212456	0.933898	0.028184	0.006084	0.185777
2850	-4951.465328	-4804.742916	-151.724122	0.216358	0.245214	0.358769	0.179660	0.061042	0.212456	0.933898	0.016145	0.006084	0.172554
2860	-4952.130309	-4803.684201	-153.420712	0.216358	0.245214	0.358769	0.179660	0.061042	0.212456	0.933898	0.020857	0.006793	0.172554
2870	-4950.293937	-4801.184081	-154.139949	0.216358	0.245214	0.358769	0.179660	0.061042	0.203010	0.933898	0.020857	0.005141	0.172554
2880	-4951.071412	-4801.502753	-154.137557	0.216358	0.245214	0.358769	0.179660	0.082451	0.203010	0.933898	0.020857	0.009640	0.238886
2890	-4948.018972	-4800.969381	-152.017999	0.216358	0.245214	0.358769	0.179660	0.082451	0.203010	0.933898	0.020857	0.009640	0.158984
2900	-4945.656753	-4800.508978	-150.136948	0.216358	0.245214	0.358769	0.179660	0.082451	0.203010	0.933898	0.020857	0.005487	0.158984
2910	-4951.847921	-4804.579878	-152.263906	0.222272	0.245007	0.345352	0.187368	0.082451	0.203010	0.933898	0.020857	0.004149	0.158984
2920	-4951.485865	-4803.294890	-152.974107	0.214272	0.252606	0.364754	0.168368	0.082451	0.203010	0.933898	0.020857	0.004149	0.201530
2930	-4954.194396	-4806.088559	-152.957129	0.221677	0.227751	0.389190	0.161382	0.074820	0.203010	0.933898	0.019097	0.004245	0.197194
2940	-4952.292245	-4804.194896	-153.051036	0.208123	0.236126	0.368829	0.186922	0.074820	0.203010	0.933898	0.019097	0.005208	0.175752
2950	-4953.967406	-4806.212984	-152.736475	0.208123	0.236126	0.368829	0.186922	0.074820	0.203010	0.933898	0.019097	0.008576	0.166710
2960	-4951.012126	-4803.701072	-152.293107	0.208123	0.236126	0.368829	0.186922	0.074820	0.203010	0.933898	0.019097	0.008576	0.166710
2970	-4952.024629	-4804.953423	-152.053259	0.208123	0.236126	0.368829	0.186922	0.074820	0.203010	0.933898	0.019097	0.008576	0.166710
2980	-4949.980793	-4803.447327	-151.510335	0.208123	0.236126	0.368829	0.186922	0.074820	0.203010	0.933898	0.020134	0.008576	0.166710
2990	-4950.136205	-4803.495342	-151.617732	0.208123	0.236126	0.368829	0.186922	0.074820	0.203010	0.933898	0.020134	0.008576	0.166710
3000	-4950.124497	-4803.625161	-151.476205	0.208123	0.236126	0.368829	0.186922	0.074820	0.203010	0.933898	0.020134	0.008576	0.166710
3010	-4957.171164	-4808.870214	-153.281950	0.219460	0.241187	0.380935	0.158418	0.074820	0.203010	0.933898	0.019308	0.008576	0.166710
3020	-4953.339137	-4803.863648	-154.456488	0.222596	0.243319	0.378866	0.155219	0.074820	0.203010	0.933898	0.019308	0.008576	0.166710
3030	-4953.607068	-4807.390540	-151.517725	0.219802	0.257358	0.370604	0.152236	0.073038	0.145991	0.933898	0.014750	0.007895	0.166710
3040	-4953.467573	-4807.251173	-151.517598	0.216626	0.268601	0.345486	0.169288	0.073038	0.145991	0.933898	0.014750	0.007895	0.166710
3050	-4957.428745	-4810.671676	-151.560017	0.188469	0.258960	0.371486	0.181085	0.073038	0.204125	0.975414	0.014750	0.007895	0.166710
3060	-4957.759604	-4810.660843	-152.087213	0.211274	0.274199	0.336189	0.178339	0.073038	0.204125	0.938313	0.014750	0.007895	0.166710
3070	-4959.160708	-4812.259986	-151.911416	0.241390	0.253049	0.322334	0.183227	0.073038	0.204125	0.933865	0.014750	0.007895	0.166710
3080	-4956.899618	-4810.667861	-151.191764	0.241390	0.253049	0.322334	0.183227	0.073038	0.204125	0.933865	0.024437	0.003120	0.171936
3090	-4956.403521	-4810.718110	-150.714682	0.241390	0.253049	0.322334	0.183227	0.056629	0.204125	0.933865	0.024437	0.005677	0.171936
3100	-4956.688050	-4812.061911	-149.600758	0.241390	0.253049	0.322334	0.183227	0.067559	0.204125	0.933865	0.024437	0.005677	0.171936
3110	-4956.059082	-4811.669391	-149.364310	0.233674	0.267016	0.332861	0.166448	0.067559	0.204125	0.933865	0.024437	0.005677	0.171936
3120	-4950.928463	-4806.342538	-149.513712	0.220580	0.239716	0.362954	0.176751	0.080003	0.204125	0.933865	0.024437	0.002600	0.171936
3130	-4946.622408	-4805.816145	-145.734050	0.220580	0.239716	0.362954	0.176751	0.080003	0.204125	0.933865	0.024437	0.002600	0.171936
3140	-4946.864463	-4806.028061	-145.766562	0.220580	0.239716	0.362954	0.176751	0.080003	0.204125	0.933865	0.024437	0.002125	0.171936
3150	-4944.093843	-4803.459996	-145.552720	0.220580	0.239716	0.362954	0.176751	0.080003	0.204125	0.933865	0.024437	0.004383	0.171936
3160	-4946.283505	-4810.983183	-140.099234	0.233619	0.255546	0.337861	0.172975	0.080003	0.228117	0.933865	0.024437	0.004383	0.171936
3170	-4948.222764	-4813.683655	-139.314745	0.233619	0.255546	0.337861	0.172975	0.080003	0.228117	0.933865	0.028656	0.004819	0.171936
3180	-4944.062468	-4809.712521	-139.374908	0.219057	0.238480	0.360789	0.181674	0.067215	0.228117	0.904430	0.023595	0.002236	0.171936
3190	-4942.764320	-4808.413740	-139.376852	0.227727	0.228341	0.363035	0.180896	0.067215	0.228117	0.904430	0.023595	0.001974	0.171936
3200	-4940.135279	-4806.524929	-138.636623	0.223737	0.251502	0.346820	0.177941	0.067215	0.228117	0.904430	0.023595	0.001974	0.171936
3210	-4941.161308	-4804.147245	-140.846259	0.223737	0.251502	0.346820	0.177941	0.072974	0.228117	1.135841	0.023595	0.003619	0.171936
3220	-4950.824032	-4811.311620	-143.344607	0.208686	0.245638	0.358160	0.187516	0.072974	0.228117	1.135841	0.023595	0.003619	0.171936
3230	-4951.734131	-4811.937269	-143.633631	0.208686	0.245638	0.358160	0.187516	0.072974	0.228117	1.135841	0.023595	0.002705	0.171936
3240	-4952.025127	-4815.079879	-141.673186	0.246143	0.215248	0.364265	0.174344	0.072974	0.228117	0.958121	0.023595	0.002191	0.171936
3250	-4954.296274	-4817.498398	-141.531188	0.250060	0.219441	0.337437	0.193062	0.072974	0.228117	0.958121	0.023595	0.001116	0.171936
3260	-4957.400899	-4818.842897	-143.236519	0.250060	0.219441	0.337437	0.193062	0.072974	0.228117	0.958121	0.034554	0.001116	0.171936
3270	-4957.047464	-4818.489351	-143.236630	0.250060	0.219441	0.337437	0.193062	0.072974	0.228117	0.958121	0.034554	0.001116	0.171936
3280	-4962.308238	-4821.855565	-145.129513	0.250060	0.219441	0.337437	0.193062	0.072974	0.228117	0.958121	0.034554	0.001452	0.171936
3290	-4967.739345	-4826.126918	-146.289267	0.221356	0.231262	0.334355	0.213026	0.072974	0.228117	0.958121	0.034554	0.001452	0.171936
3300	-4971.903932	-4828.354438	-147.911898	0.219927	0.237381	0.331469	0.211222	0.089424	0.305089	0.920663	0.041478	0.001452	0.171936
3310	-4964.322839	-4820.160255	-146.720168	0.220520	0.251852	0.329964	0.197664	0.089424	0.305089	1.243428	0.019327	0.001932	0.231804
3320	-4963.679747	-4819.748350	-146.830564	0.220520	0.251852	0.329964	0.197664	0.089424	0.226675	1.243428	0.019327	0.003273	0.240561
3330	-4961.951579	-4818.521615	-146.333979	0.235088	0.257319	0.315613	0.191979	0.089424	0.226675	1.243428	0.019327	0.001953	0.240911
3340	-4961.310149	-4817.597378	-146.586735	0.221114	0.276589	0.325455	0.176841	0.089424	0.226675	1.243428	0.025337	0.001953	0.240911
3350	-4961.995348	-4817.351235	-147.669460	0.221114	0.276589	0.325455	0.176841	0.089424	0.226675	1.243428	0.025748	0.001953	0.210224
3360	-4964.295591	-4819.219847	-147.672806	0.221114	0.276589	0.325455	0.176841	0.089424	0.312332	1.243428	0.025748	0.001953	0.210224
3370	-4964.339537	-4819.309109	-147.643684	0.221114	0.276589	0.325455	0.176841	0.089424	0.312332	1.243428	0.023146	0.001316	0.210224
3380	-4963.600163	-4818.602717	-147.605361	0.221114	0.276589	0.325455	0.176841	0.089424	0.312332	1.243428	0.023146	0.002385	0.210224
3390	-4966.414580	-4821.682278	-147.624397	0.215681	0.275815	0.336968	0.171536	0.089424	0.312332	1.180887	0.028851	0.002385	0.210224
